Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Channel Partners,France, Paseo , None ,$766.01,$9.89,$25.39,"$42,204.63","$1,229.56","$57,524.86","$27,662.99","$27,708.54",01/01/2015,7,May,2014
Government,France, VTT , None ,"$2,023.17",$4.36,$97.69,"$47,105.78",$-,"$16,682.40","$24,605.99","$4,014.77",08/01/2015,5,November,2013
Government,Germany, Amarilla , High ,$520.19,$2.46,$89.94,"$35,863.85","$1,418.75","$31,965.59","$20,973.25","$28,387.80",09/01/2014,2,December,2013
Government,France, VTT , None ,"$1,912.14",$2.15,$60.84,"$12,555.99",$-,"$16,633.77","$9,622.61","$15,023.61",02/01/2014,12,February,2014
Enterprise,France, VTT , None ,"$1,603.78",$5.28,$50.29,"$24,179.63",$470.77,"$46,743.79","$8,956.80","$28,387.43",01/01/2015,11,February,2013
Channel Partners,Germany, VTT , Medium ,"$1,735.95",$8.44,$73.35,"$59,822.36",$-,"$47,036.37","$27,455.01","$4,170.99",10/01/2014,9,March,2013
Enterprise,France, Amarilla , High ,$539.65,$9.26,$43.48,"$25,493.64","$2,110.88","$58,451.65","$18,128.10","$5,485.17",12/01/2014,5,August,2014
Channel Partners,Canada, Amarilla , Medium ,$513.62,$5.51,$26.06,"$33,750.17",$464.37,"$32,793.50","$19,974.41","$27,780.37",05/01/2015,9,July,2013
Enterprise,Germany, Carretera , Medium ,"$2,086.89",$2.24,$46.86,"$42,095.86",$-,"$35,867.87","$22,549.42","$12,091.70",01/01/2014,1,March,2013
Enterprise,Mexico, Amarilla , Medium ,$582.34,$4.26,$74.99,"$53,931.28",$-,"$49,296.25","$18,410.57","$7,175.36",02/01/2015,2,June,2014
Government,France, VTT , None ,"$1,633.96",$5.17,$39.53,"$29,100.24",$-,"$29,521.43","$13,438.43","$1,968.59",07/01/2015,10,November,2015
Channel Partners,Germany, VTT , High ,"$2,323.39",$2.67,$63.58,"$43,775.06",$-,"$52,167.11","$26,216.38","$10,700.30",06/01/2015,5,November,2014
Enterprise,Mexico, Amarilla , Medium ,"$2,533.54",$2.90,$14.98,"$42,185.24",$940.55,"$40,923.38","$21,707.75","$4,219.22",12/01/2014,10,January,2015
Small Business,Mexico, Carretera , None ,"$1,024.02",$3.98,$56.84,"$28,118.75",$-,"$49,786.51","$29,658.09","$9,481.43",11/01/2014,9,October,2015
Enterprise,Canada, Amarilla , Low ,"$1,191.08",$9.67,$65.96,"$17,719.72","$3,495.74","$54,206.62","$13,698.94","$23,977.23",06/01/2015,11,December,2014
Channel Partners,Germany, Amarilla , Medium ,"$2,078.86",$3.01,$90.36,"$21,494.87",$888.41,"$23,020.24","$11,871.07","$11,413.57",03/01/2015,5,February,2013
Enterprise,France, Paseo , Low ,"$2,215.27",$6.03,$25.30,"$11,828.45",$-,"$46,343.08","$10,715.32","$28,419.41",03/01/2013,5,March,2015
Midmarket,France, Carretera , Medium ,"$2,882.25",$5.61,$63.65,"$38,926.81","$2,337.55","$10,803.08","$19,734.23","$15,371.91",02/01/2013,3,June,2013
Small Business,Mexico, Carretera , None ,$565.88,$6.61,$62.66,"$20,549.66",$-,"$55,564.07","$13,394.95","$26,573.14",05/01/2015,3,August,2014
Midmarket,Mexico, Velo , Low ,"$1,647.53",$8.39,$29.61,"$30,133.57","$1,180.27","$35,304.91","$27,527.06","$6,617.29",03/01/2013,8,August,2015
Small Business,Mexico, Paseo , None ,"$2,926.51",$6.40,$51.25,"$54,366.44","$3,593.60","$23,157.60","$14,354.16","$29,722.33",11/01/2015,9,September,2015
Channel Partners,Canada, Montana , Medium ,"$2,080.17",$3.92,$58.05,"$19,369.69","$1,968.68","$28,870.24","$19,351.13","$21,886.19",10/01/2014,6,October,2015
Enterprise,United States of America, VTT , Low ,"$2,284.06",$8.08,$78.25,"$25,450.15","$2,323.01","$10,161.10","$12,071.22","$9,898.89",11/01/2014,1,September,2015
Enterprise,France, Carretera , None ,$849.29,$4.18,$54.43,"$34,787.12",$-,"$28,517.01","$17,311.01","$21,080.20",08/01/2014,4,June,2015
Small Business,France, VTT , Low ,"$2,174.11",$6.13,$90.13,"$11,559.04","$3,355.23","$39,139.22","$12,822.55","$29,181.59",04/01/2013,11,November,2013
Midmarket,Mexico, Montana , High ,"$2,239.27",$3.99,$63.22,"$16,414.93","$1,493.49","$15,766.37","$13,052.82","$14,056.37",10/01/2013,8,November,2014
Government,United States of America, Velo , Medium ,$935.09,$3.11,$42.66,"$55,701.76",$-,"$50,590.44","$13,562.62","$13,940.13",12/01/2015,5,November,2013
Channel Partners,Canada, Amarilla , Low ,"$1,951.38",$7.54,$36.80,"$13,932.57","$3,133.65","$12,589.63","$23,046.07","$28,104.55",08/01/2013,5,July,2014
Channel Partners,Canada, Paseo , High ,"$2,724.18",$2.94,$18.13,"$48,011.11",$-,"$52,064.71","$24,473.29","$28,702.78",09/01/2015,7,May,2014
Midmarket,Germany, Paseo , Low ,$755.07,$9.83,$53.59,"$57,014.09",$-,"$51,523.00","$10,838.09","$18,631.04",09/01/2015,5,June,2013
Government,France, Paseo , None ,"$2,149.49",$5.34,$99.59,"$49,038.83",$-,"$45,789.98","$17,403.84","$27,888.52",06/01/2015,2,June,2015
Enterprise,Mexico, Carretera , Medium ,"$1,041.64",$5.08,$36.24,"$57,614.63","$3,096.42","$26,098.68","$27,297.27","$8,774.35",12/01/2014,10,September,2013
Enterprise,Germany, Montana , Low ,"$1,678.14",$4.65,$85.79,"$25,710.01",$530.18,"$55,007.41","$10,672.65","$25,257.34",08/01/2013,5,June,2015
Enterprise,United States of America, Montana , Medium ,"$1,505.63",$1.19,$19.18,"$13,389.60",$-,"$48,773.39","$17,698.78","$19,944.74",06/01/2014,7,March,2014
Small Business,Germany, Carretera , High ,$868.55,$4.22,$25.75,"$19,505.62","$3,255.38","$57,787.29","$22,971.58","$25,634.66",03/01/2015,8,September,2014
Government,Canada, VTT , Low ,"$1,936.88",$6.53,$20.32,"$35,029.90","$3,715.38","$42,356.83","$9,574.44","$22,741.35",09/01/2015,6,March,2015
Channel Partners,Germany, Amarilla , Low ,"$2,359.62",$8.32,$32.06,"$33,129.11","$1,530.96","$53,829.40","$6,592.14","$26,614.51",03/01/2015,5,June,2014
